,URL
228,https://mbasic.facebook.com/100011903868186_695156277557828
229,https://mbasic.facebook.com/100011903868186_566765097063614
230,https://mbasic.facebook.com/100011903868186_510532489353542
231,https://mbasic.facebook.com/100012872706837_861700600935689
232,https://mbasic.facebook.com/100011903868186_502897023450422
233,https://mbasic.facebook.com/100004940408877_1493606320814034
234,https://mbasic.facebook.com/100009383174439_1561353217520769
235,https://mbasic.facebook.com/100004940408877_1493600950814571
236,https://mbasic.facebook.com/100009383174439_1456707847985307
237,https://mbasic.facebook.com/100009383174439_1420860641570028
238,https://mbasic.facebook.com/100009383174439_1417483475241078
239,https://mbasic.facebook.com/100009383174439_1412394279083331
240,https://mbasic.facebook.com/100009383174439_1407322742923818
241,https://mbasic.facebook.com/100009383174439_1406296679693091
242,https://mbasic.facebook.com/100015558000147_208958402966092
243,https://mbasic.facebook.com/100015558000147_163863570808909
244,https://mbasic.facebook.com/100004940408877_1493582117483121
245,https://mbasic.facebook.com/100004940408877_1493576690816997
246,https://mbasic.facebook.com/100004940408877_1493560470818619
247,https://mbasic.facebook.com/100004940408877_1493559160818750
248,https://mbasic.facebook.com/100001181329512_2681556921893659
249,https://mbasic.facebook.com/100001181329512_2562047743844578
250,https://mbasic.facebook.com/100001181329512_2301284846587537
251,https://mbasic.facebook.com/100001181329512_1856226394426720
252,https://mbasic.facebook.com/100004940408877_1493543827486950
253,https://mbasic.facebook.com/100001181329512_1797330830316277
254,https://mbasic.facebook.com/100004940408877_1493527547488578
255,https://mbasic.facebook.com/100004940408877_1493517284156271
256,https://mbasic.facebook.com/100001181329512_1571075829608446
257,https://mbasic.facebook.com/100004940408877_1493509640823702
258,https://mbasic.facebook.com/100001181329512_1553476704701692
259,https://mbasic.facebook.com/100004940408877_1493496540825012
260,https://mbasic.facebook.com/100004940408877_1493442917497041
261,https://mbasic.facebook.com/100008197211951_2515032812113268
262,https://mbasic.facebook.com/100008197211951_2040745342875353
263,https://mbasic.facebook.com/100008197211951_2032563713693516
264,https://mbasic.facebook.com/100008197211951_2028387274111160
265,https://mbasic.facebook.com/100008197211951_2019298911686663
266,https://mbasic.facebook.com/100004571317614_1475366389292391
267,https://mbasic.facebook.com/100009392851691_1537695856553495
268,https://mbasic.facebook.com/100009392851691_1533630463626701
269,https://mbasic.facebook.com/100009392851691_1500958716893876
270,https://mbasic.facebook.com/100009392851691_1496030484053366
271,https://mbasic.facebook.com/100009392851691_1478391875817227
272,https://mbasic.facebook.com/100009392851691_1437726896550392
273,https://mbasic.facebook.com/100009392851691_1425252494464499
274,https://mbasic.facebook.com/100009392851691_1425251417797940
275,https://mbasic.facebook.com/100009392851691_1425179617805120
276,https://mbasic.facebook.com/100006473791654_1805997736292669
277,https://mbasic.facebook.com/100006473791654_1769775496581560
278,https://mbasic.facebook.com/100006473791654_1769233073302469
279,https://mbasic.facebook.com/100006473791654_1767850806774029
280,https://mbasic.facebook.com/100006473791654_1767570613468715
281,https://mbasic.facebook.com/100006473791654_1766011446957965
282,https://mbasic.facebook.com/100006473791654_1760745267484583
283,https://mbasic.facebook.com/100006473791654_1759972467561863
284,https://mbasic.facebook.com/100006473791654_1759629224262854
285,https://mbasic.facebook.com/100006473791654_1758513607707749
286,https://mbasic.facebook.com/100006473791654_1757492541143189
287,https://mbasic.facebook.com/100006473791654_1757076544518122
288,https://mbasic.facebook.com/100006473791654_1757061324519644
289,https://mbasic.facebook.com/100004884485003_1383332468506223
290,https://mbasic.facebook.com/100009490786170_2580132982313036
291,https://mbasic.facebook.com/100007007384391_1388007678109465
292,https://mbasic.facebook.com/100013091985974_850354358744289
293,https://mbasic.facebook.com/100013091985974_842943966151995
294,https://mbasic.facebook.com/100013091985974_838234139956311
295,https://mbasic.facebook.com/100013091985974_833958657050526
296,https://mbasic.facebook.com/100013091985974_831346743978384
297,https://mbasic.facebook.com/100013091985974_824079731371752
298,https://mbasic.facebook.com/100010722765119_210842485949842
299,https://mbasic.facebook.com/100003310091702_2780824698704506
300,https://mbasic.facebook.com/100007133474032_2468948843352874
301,https://mbasic.facebook.com/100007133474032_2455353378045754
302,https://mbasic.facebook.com/100007133474032_2323404574573969
303,https://mbasic.facebook.com/100007133474032_2192618050985956
304,https://mbasic.facebook.com/100007133474032_2192616377652790
305,https://mbasic.facebook.com/100007133474032_2160289104218851
306,https://mbasic.facebook.com/100007133474032_2153415614906200
307,https://mbasic.facebook.com/100007133474032_2123230094591419
308,https://mbasic.facebook.com/100007133474032_2123230061258089
309,https://mbasic.facebook.com/100007133474032_2120057411575354
310,https://mbasic.facebook.com/100007133474032_2045794522334977
311,https://mbasic.facebook.com/100003310091702_2779346932185616
312,https://mbasic.facebook.com/100003241670979_2701585276626168
313,https://mbasic.facebook.com/100004050577340_1877384339073234
314,https://mbasic.facebook.com/100009815178399_507894246214410
315,https://mbasic.facebook.com/100009815178399_507589599578208
316,https://mbasic.facebook.com/100009815178399_507190302951471
317,https://mbasic.facebook.com/100009815178399_507163619620806
318,https://mbasic.facebook.com/100009815178399_506387859698382
319,https://mbasic.facebook.com/100009815178399_505635136440321
320,https://mbasic.facebook.com/100009815178399_504692966534538
321,https://mbasic.facebook.com/100009815178399_503801373290364
322,https://mbasic.facebook.com/100009815178399_503398863330615
323,https://mbasic.facebook.com/100009815178399_502870333383468
324,https://mbasic.facebook.com/100009815178399_502059336797901
325,https://mbasic.facebook.com/100009815178399_501860173484484
326,https://mbasic.facebook.com/100009815178399_500969590240209
327,https://mbasic.facebook.com/100009815178399_496592814011220
328,https://mbasic.facebook.com/100009815178399_496518770685291
329,https://mbasic.facebook.com/100009815178399_496131737390661
330,https://mbasic.facebook.com/100009815178399_495602027443632
331,https://mbasic.facebook.com/100008109705144_2239119233035045
332,https://mbasic.facebook.com/100008109705144_2177599125853723
333,https://mbasic.facebook.com/100008109705144_2148586208755015
334,https://mbasic.facebook.com/100008109705144_1940984596181845
335,https://mbasic.facebook.com/100008109705144_1840462842900688
336,https://mbasic.facebook.com/100007193924895_2474046146178492
337,https://mbasic.facebook.com/100008109705144_1631632287117079
338,https://mbasic.facebook.com/100000147510362_3299726043375614
339,https://mbasic.facebook.com/100008203627361_2581523135464449
340,https://mbasic.facebook.com/100012094729837_837728906640259
341,https://mbasic.facebook.com/100008109705144_1540199729593669
342,https://mbasic.facebook.com/100008109705144_1540197289593913
343,https://mbasic.facebook.com/100008109705144_1539332256347083
344,https://mbasic.facebook.com/100008109705144_1509522889328020
345,https://mbasic.facebook.com/100004378061124_213080925503336
346,https://mbasic.facebook.com/100004378061124_140091372813464
347,https://mbasic.facebook.com/100004378061124_127634387392496
348,https://mbasic.facebook.com/100002617790879_2619268268170407
349,https://mbasic.facebook.com/100005539147713_1310742925787000
350,https://mbasic.facebook.com/100005539147713_1307250419469584
351,https://mbasic.facebook.com/100005539147713_1304607686400524
352,https://mbasic.facebook.com/100005539147713_1299896973538262
353,https://mbasic.facebook.com/100005539147713_1299163730278253
354,https://mbasic.facebook.com/100005539147713_1295080290686597
355,https://mbasic.facebook.com/100005539147713_1290771247784168
356,https://mbasic.facebook.com/100005539147713_1287294961465130
357,https://mbasic.facebook.com/100006473791654_1694287887463655
358,https://mbasic.facebook.com/100006473791654_1694286314130479
359,https://mbasic.facebook.com/100006473791654_1694282900797487
360,https://mbasic.facebook.com/100006473791654_1694274707464973
361,https://mbasic.facebook.com/100006473791654_1624546524437792
362,https://mbasic.facebook.com/100006473791654_1619839531575158
363,https://mbasic.facebook.com/100004712375209_1523611037805961
364,https://mbasic.facebook.com/100006473791654_1561595740732871
365,https://mbasic.facebook.com/100006675221776_2614442968788185
366,https://mbasic.facebook.com/100005002027431_1490167401159980
367,https://mbasic.facebook.com/100007502986975_2000099973583416
368,https://mbasic.facebook.com/100006981128447_2539535382955808
369,https://mbasic.facebook.com/100000509229452_3401715636522044
370,https://mbasic.facebook.com/100007697644172_2527074534225777
371,https://mbasic.facebook.com/100007502986975_1878591922400889
372,https://mbasic.facebook.com/100007502986975_1876217539304994
373,https://mbasic.facebook.com/100007502986975_1850483741878374
374,https://mbasic.facebook.com/100007502986975_1846660918927323
375,https://mbasic.facebook.com/100007502986975_1846660258927389
376,https://mbasic.facebook.com/100007502986975_1832799406980141
377,https://mbasic.facebook.com/100007502986975_1803163863277029
378,https://mbasic.facebook.com/100007502986975_1792672420992840
379,https://mbasic.facebook.com/100007502986975_1781496125443803
380,https://mbasic.facebook.com/100007502986975_1762610400665709
381,https://mbasic.facebook.com/100013994508144_842640102879132
382,https://mbasic.facebook.com/100008221536450_2624796814471011
383,https://mbasic.facebook.com/100005382405821_1231629080359827
384,https://mbasic.facebook.com/100005382405821_1230917030431032
385,https://mbasic.facebook.com/100001878004630_3626316054107626
386,https://mbasic.facebook.com/100004876711628_852264738279409
387,https://mbasic.facebook.com/100004876711628_846325268873356
388,https://mbasic.facebook.com/100013834920567_157549431382887
389,https://mbasic.facebook.com/100013834920567_123200111484486
390,https://mbasic.facebook.com/100013834920567_116480568823107
391,https://mbasic.facebook.com/100013834920567_108436406294190
392,https://mbasic.facebook.com/100013834920567_107425249728639
393,https://mbasic.facebook.com/100013834920567_104988986638932
394,https://mbasic.facebook.com/100013834920567_100471900423974
395,https://mbasic.facebook.com/100013838779713_494475664357055
396,https://mbasic.facebook.com/100010529170633_1074575196236776
397,https://mbasic.facebook.com/100013838779713_448144488990173
398,https://mbasic.facebook.com/100013838779713_367365453734744
399,https://mbasic.facebook.com/100013838779713_344153056055984
400,https://mbasic.facebook.com/100013838779713_331633163974640
401,https://mbasic.facebook.com/100013838779713_257039798100644
402,https://mbasic.facebook.com/100013838779713_251995691938388
403,https://mbasic.facebook.com/100013838779713_232134107257880
404,https://mbasic.facebook.com/100013838779713_230581930746431
405,https://mbasic.facebook.com/100013838779713_229599247511366
406,https://mbasic.facebook.com/100013838779713_228136177657673
407,https://mbasic.facebook.com/100012298899323_211340862619209
408,https://mbasic.facebook.com/100012298899323_179794089107220
409,https://mbasic.facebook.com/100012298899323_178072199279409
410,https://mbasic.facebook.com/100012298899323_177740779312551
411,https://mbasic.facebook.com/100012298899323_177390302680932
412,https://mbasic.facebook.com/100010722765119_197296513971106
413,https://mbasic.facebook.com/100002455579355_2826753567416468
414,https://mbasic.facebook.com/100010722765119_197288547305236
415,https://mbasic.facebook.com/100002455579355_2823531434405348
416,https://mbasic.facebook.com/100010722765119_196766404024117
417,https://mbasic.facebook.com/100014556123463_812167015945162
418,https://mbasic.facebook.com/100010722765119_193370454363712
419,https://mbasic.facebook.com/100014556123463_694928867668978
420,https://mbasic.facebook.com/100014556123463_661244747704057
421,https://mbasic.facebook.com/100014556123463_609934866168379
422,https://mbasic.facebook.com/100009141052499_2512760589038618
423,https://mbasic.facebook.com/100009141052499_2502322793415731
424,https://mbasic.facebook.com/100009141052499_2490988254549185
425,https://mbasic.facebook.com/100012298899323_174382182981744
426,https://mbasic.facebook.com/100007135141157_1408725062708652
427,https://mbasic.facebook.com/100007135141157_1407420402839118
428,https://mbasic.facebook.com/100007135141157_1404861283095030
429,https://mbasic.facebook.com/100007135141157_1404799639767861
430,https://mbasic.facebook.com/100007135141157_1402752536639238
431,https://mbasic.facebook.com/100009141052499_2490620787919265
432,https://mbasic.facebook.com/100008194445462_2355216948094764
433,https://mbasic.facebook.com/100008194445462_2313168262299633
434,https://mbasic.facebook.com/100009141052499_2467676500213694
435,https://mbasic.facebook.com/100010155604048_507574382924411
436,https://mbasic.facebook.com/100010155604048_475161419499041
437,https://mbasic.facebook.com/100010155604048_458781707803679
438,https://mbasic.facebook.com/100006489401474_2358769194349371
439,https://mbasic.facebook.com/100008373217809_2366698290285922
440,https://mbasic.facebook.com/100008373217809_2088425808113173
441,https://mbasic.facebook.com/100008194445462_2244719449144515
442,https://mbasic.facebook.com/100008194445462_2241015096181617
443,https://mbasic.facebook.com/100008194445462_2211190825830711
444,https://mbasic.facebook.com/100006487157943_1396373300588895
445,https://mbasic.facebook.com/100004343952998_1403362893151829
446,https://mbasic.facebook.com/100004343952998_1177993995688721
447,https://mbasic.facebook.com/100004343952998_1169674716520649
448,https://mbasic.facebook.com/100004343952998_1146828535471934
449,https://mbasic.facebook.com/100004343952998_1146775512143903
450,https://mbasic.facebook.com/100004343952998_1094024474085674
451,https://mbasic.facebook.com/100009344334168_2570060513315401
452,https://mbasic.facebook.com/100005417264125_1288711001319463
453,https://mbasic.facebook.com/100005417264125_1288706354653261
454,https://mbasic.facebook.com/100004392512315_535090803313999
455,https://mbasic.facebook.com/100004392512315_535089856647427
456,https://mbasic.facebook.com/100004392512315_535089646647448
457,https://mbasic.facebook.com/100004392512315_533322033490876
458,https://mbasic.facebook.com/100004392512315_533028333520246
459,https://mbasic.facebook.com/100004392512315_532186416937771
460,https://mbasic.facebook.com/100004392512315_532186160271130
461,https://mbasic.facebook.com/100004392512315_532186016937811
462,https://mbasic.facebook.com/100004392512315_532185670271179
463,https://mbasic.facebook.com/100004392512315_531806713642408
464,https://mbasic.facebook.com/100004392512315_531803090309437
465,https://mbasic.facebook.com/100004392512315_531801790309567
466,https://mbasic.facebook.com/100011322078077_173394216381313
467,https://mbasic.facebook.com/100011322078077_147143285673073
468,https://mbasic.facebook.com/100011322078077_147138215673580
469,https://mbasic.facebook.com/100011322078077_141583026229099
470,https://mbasic.facebook.com/100011322078077_141567179564017
471,https://mbasic.facebook.com/100011322078077_141038499616885
472,https://mbasic.facebook.com/100016871974734_422944661611263
473,https://mbasic.facebook.com/100016871974734_422409258331470
474,https://mbasic.facebook.com/100016871974734_407416629830733
475,https://mbasic.facebook.com/100016871974734_404462016792861
476,https://mbasic.facebook.com/100016871974734_379871519251911
477,https://mbasic.facebook.com/100011337238801_1266366053751290
478,https://mbasic.facebook.com/100016871974734_384110248828038
479,https://mbasic.facebook.com/100016871974734_354497485122648
480,https://mbasic.facebook.com/100016871974734_307967773108953
481,https://mbasic.facebook.com/100016871974734_295933997645664
482,https://mbasic.facebook.com/100016871974734_290482674857463
483,https://mbasic.facebook.com/100016871974734_278206429418421
484,https://mbasic.facebook.com/100016871974734_257643794808018
485,https://mbasic.facebook.com/100004105251770_886552004824966
486,https://mbasic.facebook.com/100004105251770_819526728194161
487,https://mbasic.facebook.com/100004105251770_767599373386897
488,https://mbasic.facebook.com/100004105251770_755864531227048
489,https://mbasic.facebook.com/100004105251770_614375682042601
490,https://mbasic.facebook.com/100007809345151_2518123825124571
491,https://mbasic.facebook.com/100009758318065_1116545298680737
492,https://mbasic.facebook.com/100009758318065_1116440732024527
493,https://mbasic.facebook.com/100009758318065_1116348572033743
494,https://mbasic.facebook.com/100005168200529_1377714159077511
495,https://mbasic.facebook.com/100005475003457_967628403429651
496,https://mbasic.facebook.com/100005475003457_768869946638832
497,https://mbasic.facebook.com/211696122497885_752280518439440
498,https://mbasic.facebook.com/211696122497885_732445857089573
499,https://mbasic.facebook.com/100005475003457_611268962398932
500,https://mbasic.facebook.com/100005475003457_568883086637520
501,https://mbasic.facebook.com/100005475003457_482190148640148
502,https://mbasic.facebook.com/100009015802940_2497789717198197
503,https://mbasic.facebook.com/100005278779547_1309983479187599
504,https://mbasic.facebook.com/100005278779547_1309974089188538
505,https://mbasic.facebook.com/100007248935551_2499453640306243
